date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2020-03-10, 15:17:40	1500 Hz	37 W	4,4E-3 mbar	4,1E-3 mbar
2020-03-10, 15:17:42	1500 Hz	37 W	4,4E-3 mbar	4,1E-3 mbar
2020-03-10, 15:17:44	1500 Hz	37 W	4,4E-3 mbar	4,1E-3 mbar
2020-03-10, 15:17:46	1500 Hz	38 W	4,4E-3 mbar	4,2E-3 mbar
2020-03-10, 15:17:48	1500 Hz	39 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:17:50	1500 Hz	39 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:17:52	1500 Hz	38 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:17:54	1500 Hz	38 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:17:56	1500 Hz	40 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:17:58	1500 Hz	39 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:00	1500 Hz	40 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:02	1500 Hz	38 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:04	1500 Hz	38 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:06	1500 Hz	38 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:08	1500 Hz	40 W	5,1E-3 mbar	4,8E-3 mbar
2020-03-10, 15:18:10	1500 Hz	40 W	5E-3 mbar	4,7E-3 mbar
2020-03-10, 15:18:12	1500 Hz	40 W	4,8E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:14	1500 Hz	38 W	4,9E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:16	1500 Hz	38 W	4,8E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:18	1500 Hz	39 W	4,8E-3 mbar	4,5E-3 mbar
2020-03-10, 15:18:20	1500 Hz	40 W	5E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:22	1500 Hz	40 W	5E-3 mbar	4,6E-3 mbar
2020-03-10, 15:18:24	1500 Hz	41 W	5,2E-3 mbar	4,9E-3 mbar
2020-03-10, 15:18:26	1500 Hz	40 W	5,3E-3 mbar	5E-3 mbar
2020-03-10, 15:18:28	1500 Hz	41 W	5,7E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:30	1500 Hz	42 W	5,8E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:32	1500 Hz	41 W	5,8E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:34	1500 Hz	42 W	5,8E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:36	1500 Hz	43 W	5,8E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:38	1500 Hz	43 W	5,8E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:40	1500 Hz	43 W	5,8E-3 mbar	5,4E-3 mbar
2020-03-10, 15:18:42	1499 Hz	43 W	5,9E-3 mbar	5,8E-3 mbar
2020-03-10, 15:18:44	1500 Hz	44 W	6,5E-3 mbar	6,1E-3 mbar
2020-03-10, 15:18:46	1500 Hz	44 W	6,5E-3 mbar	6,1E-3 mbar
2020-03-10, 15:18:48	1500 Hz	44 W	6,5E-3 mbar	6,1E-3 mbar
2020-03-10, 15:18:50	1500 Hz	45 W	6,5E-3 mbar	6,1E-3 mbar
2020-03-10, 15:18:52	1500 Hz	46 W	6,5E-3 mbar	6,1E-3 mbar
2020-03-10, 15:18:54	1499 Hz	47 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:18:56	1500 Hz	46 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:18:58	1500 Hz	46 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:19:00	1500 Hz	47 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:19:02	1500 Hz	46 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:19:04	1500 Hz	46 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:19:06	1500 Hz	45 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:19:08	1500 Hz	46 W	7E-3 mbar	6,7E-3 mbar
2020-03-10, 15:19:10	1500 Hz	46 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:12	1500 Hz	47 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:14	1500 Hz	48 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:16	1500 Hz	48 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:18	1500 Hz	47 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:20	1500 Hz	48 W	7,7E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:22	1499 Hz	48 W	7,7E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:24	1500 Hz	48 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:26	1500 Hz	47 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:28	1500 Hz	47 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:30	1500 Hz	47 W	7,6E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:32	1500 Hz	48 W	7,7E-3 mbar	7,3E-3 mbar
2020-03-10, 15:19:34	1500 Hz	49 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:36	1500 Hz	50 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:38	1500 Hz	49 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:40	1500 Hz	49 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:42	1500 Hz	51 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:44	1500 Hz	51 W	8,2E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:46	1499 Hz	50 W	8,2E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:48	1500 Hz	49 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:19:50	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:19:52	1500 Hz	49 W	8,2E-3 mbar	8E-3 mbar
2020-03-10, 15:19:54	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:19:56	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:19:58	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:00	1499 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:02	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:04	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:06	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:08	1500 Hz	51 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:20:10	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:12	1499 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:14	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:16	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:18	1500 Hz	49 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:20:20	1500 Hz	51 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:20:22	1500 Hz	50 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:20:24	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:26	1500 Hz	49 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:20:28	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:30	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:32	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:34	1500 Hz	51 W	8,3E-3 mbar	7,9E-3 mbar
2020-03-10, 15:20:36	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:38	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:40	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:42	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:44	1500 Hz	49 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:46	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:48	1500 Hz	50 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:50	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:52	1500 Hz	51 W	8,3E-3 mbar	8E-3 mbar
2020-03-10, 15:20:54	1500 Hz	50 W	8,2E-3 mbar	7,7E-3 mbar
2020-03-10, 15:20:56	1501 Hz	35 W	2,8E-3 mbar	3,2E-3 mbar
2020-03-10, 15:20:58	1501 Hz	22 W	1,5E-3 mbar	1E-3 mbar
2020-03-10, 15:21:00	1500 Hz	18 W	1E-3 mbar	6,5E-4 mbar
2020-03-10, 15:21:02	1500 Hz	18 W	3,9E-4 mbar	4,5E-4 mbar
2020-03-10, 15:21:04	1500 Hz	18 W	3,6E-4 mbar	4E-4 mbar
2020-03-10, 15:21:06	1500 Hz	18 W	3,5E-4 mbar	3,5E-4 mbar
2020-03-10, 15:21:08	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:10	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:12	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:14	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:16	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:18	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:20	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:22	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:24	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:26	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:28	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:30	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:32	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:34	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:36	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:38	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:40	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:42	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:44	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:46	1500 Hz	17 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:48	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:50	1500 Hz	18 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:52	1500 Hz	19 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:54	1500 Hz	21 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:56	1500 Hz	22 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:21:58	1500 Hz	21 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:22:00	1500 Hz	22 W	3,5E-4 mbar	3E-4 mbar
2020-03-10, 15:22:02	1500 Hz	23 W	2,4E-3 mbar	2,3E-3 mbar
2020-03-10, 15:22:04	1500 Hz	22 W	2,3E-2 mbar	3,3E-2 mbar
2020-03-10, 15:22:06	1500 Hz	22 W	5,8E-2 mbar	5,8E-2 mbar
2020-03-10, 15:22:08	1500 Hz	22 W	9E-2 mbar	8,3E-2 mbar
2020-03-10, 15:22:10	1500 Hz	22 W	1,2E-1 mbar	1,1E-1 mbar
2020-03-10, 15:22:12	1500 Hz	22 W	1,4E-1 mbar	1,4E-1 mbar
2020-03-10, 15:22:14	1500 Hz	22 W	1,7E-1 mbar	1,7E-1 mbar
